gene,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,t_depth,t_ref_count,t_alt_count,label
CSF3R,0,0.032755299,0,0.02238806,0.018779343,0,0,0.045454545,0.000712251,0.017440616,0.00794702,0.2,0,0.015878057,0.00330033,0,0.015151515,0.013157895,0,0.016321279,0,0.051405419,0.404377259,0.092515294,0.871231398,0.401925888,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.108976566,0.080231171,0,0.149297303,0.149325061,0.140619816,0.152892562,0.047697368,0.490871085,0.684299663,0.3,0.165761649,0.915621437,0.92262099,0.103989538,0.121860361,0.648303409,7.68E-05,0.00605449,0.089727787,0.094888611,0.076721547,0.102437358,1
CSK,0,0.050096339,0,0.029850746,0.002347418,0,0.010204082,0,0,0.005242885,0.006622517,0,0,0.013337567,0.00990099,0.2,0.003787879,0.006578947,0,0.008736286,0,0.028361611,0.404377259,0.092515294,0.887640297,0.18279383,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.636363636,0.303652895,0.303688505,0.180555401,0.050964187,0.039473684,0.367736878,0.737112088,0.242857143,0.153948755,0.895096879,0.900872741,0.075099501,0.059858921,0.684894939,0.002311991,0.025227043,0.035473776,0.081291815,0.070564342,0.074043386,1
CSNK1A1,0.208333333,0,0.024291498,0,0.007042254,0,0,0,0.007122507,0.005670875,0.013245033,0,0,0.005398539,0.01320132,0,0.034090909,0,0,0.008804009,0,0.030893897,0.404377259,0.092515294,0.874113299,0.076813415,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.004865916,0.000512416,0.181818182,0.602307248,0.602466603,0.146931074,0.018595041,0.0078125,0.404252539,0.691355655,0.128571429,0.150995523,0.962941884,0.741253428,0.074948207,0.062726612,0.293300018,0.006066285,0.04086781,0.099610087,0.082838049,0.068925809,0.085561542,1
CSNK1A1P1,0,0,0,0,0,0,0,0,0,0,0,0,0.048636699,0,0.00330033,0,0.001893939,0,0,0.004469728,0,0.014940491,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.063408411,0.054430122,0.064826306,0
CSNK1D,0.013888889,0.040462428,0,0.02238806,0.018779343,0.007751938,0,0,0.004273504,0.006526856,0.001324503,0,0,0.009526834,0,0,0.017045455,0.006578947,0,0.00839767,0,0.028614839,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.010703499,0.015207611,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.002903524,0.024217962,0.054385093,0.098328167,0.079103661,0.106911405,1
CSNK1E,0,0.02504817,0,0.007462687,0.009389671,0,0.040816327,0,0.015669516,0.007596833,0.001324503,0.2,0,0.008574151,0,0,0.026515152,0.006578947,0,0.008736286,0,0.031147126,0.404377259,0.092515294,0.935640808,0.145481953,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.059371421,0.08979846,0.954545455,0.156399627,0.15646955,0.375136679,0.038567493,0.03125,0.630123787,0.851619659,0.371428571,0.146327537,0.851482338,0.871282984,0.09048249,0.108576705,0.637058123,0.010300047,0.060040363,0.068813792,0.08735267,0.073233051,0.087518883,1
CSNK2A1,0,0.04238921,0,0.082089552,0.004694836,0,0.020408163,0,0.000712251,0.008131821,0.029139073,0,0,0.004128295,0.01650165,0,0.018939394,0.006578947,0,0.00968441,0,0.032413269,0.404377259,0.092515294,0.880761283,0.238087466,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.005521708,0.000294926,0.863636364,0.001717949,0.001933817,0.162591489,0.071625344,0.064967105,0.411405428,0.73086205,0.285714286,0.183099941,0.985746879,0.818615021,0.111711279,0.126046496,0.27540269,0.059992018,0.199798184,0.196883904,0.108269097,0.089705904,0.106630922,1
CSNK2A3,0,0,0,0.044776119,0.007042254,0.007751938,0,0,0,0.008987802,0.014569536,0,0,0.008256589,0,0,0.005681818,0.006578947,0,0.00860084,0,0.027348696,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0,0,0.095149934,0.150629498,0.123876419,0.142586118,0
CSNK2B-LY6G5B-1181,0,0.044315992,0,0,0,0.015503876,0,0,0,0.002888936,0.009271523,0,0,0.004128295,0,0,0,0.013157895,0,0.00474062,0,0.015446949,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.068813792,0.129909099,0.108588841,0.119810222,0
CSRNP1,0,0.026974952,0,0.007462687,0.004694836,0.007751938,0,0,0,0.008666809,0.006622517,0,0,0.011432201,0.00660066,0,0.003787879,0.006578947,0,0.009413518,0,0.031147126,0.404377259,0.092515294,0.805517771,0.5460939,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.158409446,0.158415987,0.051674204,0.258264463,0.050986842,0.27184244,0.681967085,0.171428571,0.139182628,0.905359211,0.960443526,0.067162918,0.02531479,0.638093597,7.05E-05,0.003027245,0.064370859,0.07489273,0.060742353,0.084858645,0
CSRNP2,0,0.026974952,0,0.014925373,0.004694836,0,0.040816327,0,0,0.008238819,0.006622517,0,0,0.006351223,0.00330033,0,0.011363636,0,0,0.008059055,0,0.026842239,0.404377259,0.092515294,0.869349035,0.084495739,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.5,0.208070146,0.208116514,0.136644608,0.020661157,0.037828947,0.342424143,0.733096833,0.2,0.164427929,0.972919017,0.948169229,0.134685932,0.194706282,0.553367665,0,0.001009082,0.105769346,0.123479718,0.102068505,0.119365821,0
CSRP1,0,0.007707129,0,0,0,0,0,0,0.004985755,0.002139953,0.006622517,0,0,0.005398539,0,0,0.003787879,0,0,0.003453881,0,0.011901747,0.404377259,0.092515294,0.89558373,0.20209655,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.009231723,0.020159592,0,0.815078304,0.815093531,0.203781861,0.05785124,0.042763158,0.578763432,0.657419243,0.2,0.173573419,0.991733221,0.831260269,0.096530996,0.100599937,0.525870719,0.000188551,0.009586276,0.037167943,0.096702829,0.079984172,0.098077341,0
CSRP2BP,0,0.01734104,0,0.082089552,0.007042254,0.031007752,0,0.045454545,0.004985755,0.016584635,0.009271523,0,0,0.021276596,0.00330033,0,0.007575758,0.032894737,0,0.017337126,0,0.049126361,0.404377259,0.092515294,0.890732397,0.529153141,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.014283395,0.01049074,0.863636364,0.073182251,0.073333164,0.189264132,0.243801653,0.063733553,0.306300421,0.497445082,0.128571429,0.184624177,0.990307856,0.888221288,0.173200876,0.329257049,0.338462762,4.90E-05,0.007063572,0.066115212,0.136163668,0.112717926,0.128315663,0
CST13P,0,0,0,0,0,0,0,0,0,0,0,0,0.005895357,0,0,0,0,0,0,0.000541785,0,0.001519372,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.06220728,0.048036759,0.083034871,0
CST5,0,0.028901734,0,0.044776119,0.004694836,0,0,0,0,0.004279906,0.00397351,0.2,0,0.004763417,0,0,0.005681818,0,0,0.005350129,0,0.016713092,0.404377259,0.092515294,0.78633118,0.773427409,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.055331307,0.046933483,0.863636364,0.096385312,0.096363437,0.038577286,0.526170799,0.141036184,0.341509619,0.296388629,0.214285714,0.170334394,0.958665895,0.863445579,0.194701909,0.377216686,0.544257616,0,0,0.07191997,0.115372514,0.096121998,0.110127777,0
CST6,0,0.02504817,0,0,0,0,0,0,0.001424501,0.002460946,0.002649007,0,0,0.001905367,0.00330033,0,0.001893939,0,0,0.003115265,0,0.011142061,0.404377259,0.092515294,0.995435266,0.20020811,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.058254291,0.061359256,0.454545455,0.266038189,0.265996759,0.932822499,0.057162534,0.026726974,0.659502891,0.821134652,0.7,0.115842632,0.665621466,0.870017288,0.057153678,0.04667414,0.647870618,0.000276744,0.00554995,0.099397699,0.075030725,0.065270783,0.069778449,0
CST9,0,0.023121387,0,0.007462687,0,0,0,0,0,0.003530922,0.00397351,0,0,0.004445856,0,0,0,0,0,0.004266558,0,0.014434034,0.404377259,0.092515294,0.797618816,0.717666746,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.863636364,0.095278423,0.095255616,0.045815543,0.445592287,0.126233553,0.348695169,0.283262293,0.142857143,0.186720033,0.98261116,0.934079716,0.171376292,0.346331339,0.444443634,5.02E-06,0.001513623,0.064226206,0.132808856,0.10855729,0.131027165,0
CST9L,0,0.055876686,0,0.059701493,0.007042254,0,0.010204082,0,0,0.004493901,0,0,0,0.005398539,0.00330033,0,0.007575758,0,0,0.006569145,0,0.022030894,0.404377259,0.092515294,0.797618816,0.717666746,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.029949736,0.026075422,0.863636364,0.095125953,0.095104988,0.045815543,0.445592287,0.126233553,0.348695169,0.283262293,0.142857143,0.16985805,0.974059287,0.837487453,0.110219571,0.172687731,0.453247482,6.11E-05,0.002522704,0.063928862,0.099045154,0.082434948,0.098241354,0
CSTA,0,0.02504817,0,0.052238806,0.002347418,0.007751938,0,0,0.000712251,0.001925958,0.001324503,0,0,0.001587806,0,0,0.003787879,0.006578947,0,0.002979819,0,0.010635604,0.404377259,0.092515294,0.865700192,0.619408023,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.493728661,0.493735316,0.12925613,0.328512397,0.052631579,0.251984192,0.750883044,0.185714286,0.188815854,0.978620265,0.857293066,0.138425724,0.19760699,0.195335618,0.000526118,0.011099899,0.089203063,0.117625874,0.101388222,0.10071422,0
CSTF3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0.002210759,0,0,0,0,0,0,0.000203169,0,0.000506457,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.011339049,0.012809802,0.020129666,0
CSTL1,0,0.009633911,0,0.082089552,0.002347418,0,0,0,0.000712251,0.004386903,0.01192053,0,0,0.005398539,0.00330033,0.2,0.001893939,0,0,0.005824191,0,0.019245379,0.404377259,0.092515294,0.797361931,0.706243643,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.863636364,0.094619902,0.094603946,0.045636595,0.430440771,0.122121711,0.302838292,0.447105703,0.128571429,0.188434786,0.982896254,0.856148284,0.119420931,0.146219244,0.381790948,0.001541506,0.01206546,0.075822604,0.112304369,0.093735462,0.107269227,0
CT45A4,0,0,0,0,0,0,0,0,0,0.000213995,0,0,0,0,0,0,0,0,0,0.000135446,0,0.000253229,0.404377259,0.092515294,0.805207331,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.545617345,0.545838236,0.051430396,0.219308349,0.068256579,0.290165594,0.683504325,0.214285714,0.132323511,0.636830129,0.874268805,0.396090847,0.693321879,0.26932196,0.001541506,0.01206546,0.053521838,0.065514502,0.034453951,0.144004532,0
CT45A5,0,0,0,0,0,0.007751938,0,0,0,0.004600899,0.005298013,0,0,0.001905367,0.00330033,0,0,0.006578947,0,0.00365705,0,0.011648519,0.404377259,0.092515294,0.814867546,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.54593881,0.545908076,0.059584543,0.219308349,0.068256579,0.287585328,0.65990813,0.214285714,0.091835775,0.681014858,0.890390437,0.286485534,0.605115672,0.28571943,5.81E-07,0.000504541,0.187326433,0.250260818,0.188484796,0.283194836,0
CT45A6,0,0,0,0,0,0,0,0,0,0.000320993,0,0,0,0,0,0,0,0,0,0.000203169,0,0.000506457,0.404377259,0.092515294,0.814867546,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.546009891,0.545977878,0.059584543,0.219308349,0.068256579,0.287585328,0.65990813,0.214285714,0.087358306,0.539623704,0.885412234,0.308446519,0.618465278,0.296341709,0.001541506,0.01206546,0.080282757,0.073073868,0.066699315,0.058840561,0
CT47A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330033,0,0.001893939,0,0,0,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.05291556,0.045055167,0.060388997,0
CT47B1,0,0.011560694,0,0,0.004694836,0.007751938,0,0,0.001424501,0.015835652,0.009271523,0,0,0.024769768,0.00660066,0,0.003787879,0.006578947,0,0.016456725,0,0.052671562,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.053521838,0.153020818,0.113408229,0.188191603,0
CT83,0,0.015414258,0,0.089552239,0,0,0,0,0,0.003102932,0.001324503,0,0,0.003175611,0.00330033,0,0,0,0,0.004131112,0,0.014180805,0.404377259,0.092515294,0.743274503,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.467622214,0.46756766,0.020019792,0.219308349,0.087171053,0.12218702,0.545758869,0.042857143,0.104506046,0.850056973,0.94696439,0.121278737,0.164546087,0.231349651,0.001541506,0.01206546,0.075417135,0.111201161,0.078118794,0.157788149,0
CTA-299D3.8,0,0,0,0.014925373,0,0,0,0,0.000712251,0.001176974,0,0,0,0.000952683,0,0,0,0,0,0.001151294,0,0.00379843,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.073592527,0.053137894,0.044509516,0.061755264,0
CTA-929C8.6,0,0,0,0,0,0,0,0,0,0,0,0,0.004421518,0,0,0,0.001893939,0,0,0.000338616,0,0.001012915,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.011759013,0.014355813,0.015484358,0
CTA-992D9.6,0,0,0,0,0,0,0,0,0.000712251,0,0,0,0.011790715,0,0,0,0,0,0,0.001151294,0,0.003545201,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.033424254,0.030322595,0.039075234,0
CTAGE15,0,0,0,0.02238806,0.002347418,0.007751938,0,0,0,0.004279906,0.002649007,0,0,0.000952683,0,0,0.001893939,0.006578947,0,0.003250711,0,0.010129147,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.287679879,0.227108543,0.211282229,0.118362435,0
CTAGE6,0,0,0,0,0,0,0.010204082,0,0,0.011234753,0.013245033,0,0,0.006668784,0,0,0.001893939,0,0,0.009210348,0,0.02658901,0.404377259,0.092515294,0.854917033,0.579397683,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.272727273,0.580362911,0.580307092,0.109675082,0.288567493,0.085115132,0.2689287,0.490544629,0.3,0.240259108,0.993443575,0.98610287,0.204632512,0.454018117,0.278723188,0.001541506,0.01206546,0.139886622,0.258738143,0.236070502,0.148480303,0
CTAGE8,0,0,0,0,0,0,0,0,0,0.000427991,0.001324503,0,0,0.000317561,0,0,0,0,0,0.000406339,0,0.001012915,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.066902297,0.126409393,0.099165538,0.141681878,0
CTB-134H23.3,0,0,0,0,0,0,0,0,0,0,0,0,0.033161385,0,0,0,0.009469697,0,0,0.002708926,0,0.009875918,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.068174279,0.055303008,0.079486373,0
CTB-167G5.5,0,0.005780347,0,0.014925373,0,0,0,0,0,0.000855981,0,0,0,0.000317561,0,0,0,0,0,0.000948124,0,0.003038744,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.107043676,0.057415182,0.050450428,0.056075497,0
CTB-186H2.3,0,0,0,0,0.002347418,0.007751938,0,0,0,0.000748984,0.001324503,0,0,0,0.00330033,0,0.001893939,0.006578947,0,0.000609508,0,0.002532287,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.26760919,0.152676279,0.127937398,0.13682542,0
CTB-54O9.9,0,0.057803468,0,0,0,0,0,0,0.000712251,0.000641986,0,0,0,0.000952683,0.00330033,0,0.003787879,0,0,0.002641203,0,0.009116232,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.046831608,0.084566562,0.074370114,0.073531818,0
CTB-60B18.6,0,0,0,0.067164179,0,0,0,0,0.000712251,0,0,0,0,0,0,0,0,0,0,0.000677231,0,0.002025829,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.069168196,0.062282142,0.058995405,0
